city,date,aqi,quality_level,pm25,pm10,no2,so2,co,o3
成都,2025-09-22,28.0,excellent,6.0,12.0,17.0,3.0,0.54,44.0
成都,2025-09-23,33.0,excellent,7.0,13.0,16.0,3.0,0.52,50.0
成都,2025-09-24,45.0,excellent,13.0,24.0,20.0,4.0,0.59,62.0
成都,2025-09-25,56.0,good,18.0,33.0,24.0,4.0,0.63,73.0
成都,2025-09-26,43.0,excellent,28.0,43.0,24.0,4.0,0.67,57.0
成都,2025-09-27,34.0,excellent,20.0,29.0,17.0,3.0,0.63,49.0
成都,2025-09-28,24.0,excellent,7.0,13.0,14.0,3.0,0.59,37.0
成都,2025-09-29,34.0,excellent,8.0,19.0,21.0,3.0,0.62,53.0
成都,2025-09-30,34.0,excellent,19.0,33.0,27.0,3.0,0.67,44.0
成都,2025-10-01,34.0,excellent,24.0,34.0,17.0,3.0,0.6,54.0
成都,2025-10-02,42.0,excellent,11.0,20.0,15.0,3.0,0.54,66.0
成都,2025-10-03,41.0,excellent,10.0,21.0,14.0,4.0,0.51,55.0
成都,2025-10-04,28.0,excellent,12.0,22.0,14.0,4.0,0.55,38.0
成都,2025-10-05,24.0,excellent,12.0,24.0,18.0,4.0,0.62,30.0
成都,2025-10-06,23.0,excellent,7.0,13.0,13.0,3.0,0.57,38.0
成都,2025-10-07,26.0,excellent,13.0,23.0,20.0,3.0,0.61,36.0
成都,2025-10-08,39.0,excellent,27.0,38.0,23.0,4.0,0.73,35.0
成都,2025-10-09,44.0,excellent,31.0,44.0,23.0,4.0,0.68,38.0
成都,2025-10-10,39.0,excellent,25.0,39.0,22.0,4.0,0.6,43.0
成都,2025-10-11,26.0,excellent,10.0,20.0,14.0,4.0,0.52,40.0
成都,2025-10-12,21.0,excellent,5.0,12.0,17.0,3.0,0.6,31.0
成都,2025-10-13,34.0,excellent,9.0,17.0,17.0,4.0,0.56,56.0
成都,2025-10-14,44.0,excellent,18.0,29.0,18.0,4.0,0.59,66.0
成都,2025-10-15,46.0,excellent,29.0,36.0,17.0,4.0,0.61,67.0
成都,2025-10-16,45.0,excellent,30.0,45.0,26.0,4.0,0.72,47.0
成都,2025-10-17,31.0,excellent,15.0,27.0,25.0,5.0,0.6,31.0
成都,2025-10-18,39.0,excellent,15.0,27.0,31.0,4.0,0.63,32.0
成都,2025-10-19,24.0,excellent,12.0,20.0,17.0,4.0,0.59,34.0
成都,2025-10-20,20.0,excellent,4.0,8.0,14.0,3.0,0.53,37.0
成都,2025-10-21,20.0,excellent,5.0,11.0,16.0,3.0,0.51,36.0
成都,2025-10-22,22.0,excellent,9.0,16.0,18.0,3.0,0.56,26.0
成都,2025-10-23,21.0,excellent,8.0,12.0,17.0,3.0,0.53,26.0
成都,2025-10-24,21.0,excellent,7.0,12.0,17.0,3.0,0.48,26.0
成都,2025-10-25,26.0,excellent,13.0,20.0,21.0,3.0,0.51,33.0
成都,2025-10-26,29.0,excellent,20.0,28.0,23.0,4.0,0.57,27.0
成都,2025-10-27,30.0,excellent,21.0,29.0,21.0,4.0,0.59,41.0
成都,2025-10-28,55.0,good,39.0,48.0,31.0,4.0,0.67,39.0
成都,2025-10-29,47.0,excellent,33.0,41.0,27.0,3.0,0.65,28.0
成都,2025-10-30,56.0,good,40.0,47.0,24.0,4.0,0.61,32.0
成都,2025-10-31,49.0,excellent,34.0,40.0,27.0,4.0,0.6,25.0
成都,2025-11-01,24.0,excellent,17.0,24.0,19.0,4.0,0.48,37.0
成都,2025-11-02,34.0,excellent,24.0,33.0,24.0,4.0,0.5,30.0
成都,2025-11-03,40.0,excellent,28.0,36.0,23.0,4.0,0.57,24.0
成都,2025-11-04,33.0,excellent,23.0,32.0,26.0,4.0,0.6,24.0
成都,2025-11-05,55.0,good,39.0,52.0,34.0,4.0,0.61,15.0
成都,2025-11-06,39.0,excellent,27.0,35.0,21.0,3.0,0.52,28.0
成都,2025-11-07,35.0,excellent,10.0,21.0,28.0,3.0,0.71,33.0
成都,2025-11-08,44.0,excellent,24.0,44.0,35.0,4.0,0.8,22.0
成都,2025-11-09,53.0,good,32.0,56.0,29.0,4.0,0.68,27.0
成都,2025-11-10,23.0,excellent,9.0,22.0,17.0,3.0,0.49,41.0
成都,2025-11-11,41.0,excellent,19.0,41.0,28.0,4.0,0.55,26.0
成都,2025-11-12,54.0,good,35.0,57.0,36.0,4.0,0.7,12.0
成都,2025-11-13,45.0,excellent,25.0,45.0,31.0,4.0,0.68,15.0
成都,2025-11-14,56.0,good,38.0,62.0,38.0,4.0,0.73,13.0
成都,2025-11-15,48.0,excellent,30.0,48.0,26.0,4.0,0.58,40.0
成都,2025-11-16,52.0,good,37.0,53.0,31.0,3.0,0.63,18.0
成都,2025-11-17,40.0,excellent,18.0,40.0,18.0,4.0,0.4,50.0
成都,2025-11-18,39.0,excellent,15.0,39.0,21.0,4.0,0.35,45.0
成都,2025-11-19,44.0,excellent,22.0,44.0,29.0,4.0,0.47,38.0
成都,2025-11-20,57.0,good,40.0,64.0,38.0,4.0,0.62,40.0
成都,2025-11-21,74.0,good,54.0,78.0,49.0,5.0,0.72,28.0
成都,2025-11-22,108.0,lightly_polluted,81.0,106.0,50.0,5.0,0.78,26.0
成都,2025-11-23,104.0,lightly_polluted,78.0,99.0,36.0,5.0,0.73,51.0
成都,2025-11-24,94.0,good,70.0,107.0,33.0,5.0,0.69,39.0
成都,2025-11-25,75.0,good,55.0,93.0,40.0,4.0,0.74,40.0
成都,2025-11-26,95.0,good,71.0,109.0,50.0,5.0,0.79,25.0
成都,2025-11-27,102.0,lightly_polluted,77.0,103.0,39.0,4.0,0.89,35.0
成都,2025-11-28,109.0,lightly_polluted,82.0,111.0,50.0,5.0,0.96,40.0
成都,2025-11-29,132.0,lightly_polluted,101.0,126.0,49.0,4.0,0.95,38.0
成都,2025-11-30,142.0,lightly_polluted,109.0,132.0,52.0,5.0,1.13,35.0
成都,2025-12-01,149.0,lightly_polluted,114.0,138.0,49.0,4.0,1.07,38.0
成都,2025-12-02,125.0,lightly_polluted,95.0,118.0,41.0,4.0,0.88,31.0
成都,2025-12-03,56.0,good,31.0,61.0,33.0,4.0,0.47,36.0
成都,2025-12-04,48.0,excellent,30.0,48.0,27.0,3.0,0.59,41.0
成都,2025-12-05,62.0,good,45.0,62.0,34.0,4.0,0.7,35.0
成都,2025-12-06,75.0,good,55.0,76.0,39.0,4.0,0.68,21.0
成都,2025-12-07,71.0,good,52.0,68.0,36.0,4.0,0.78,31.0
成都,2025-12-08,114.0,lightly_polluted,86.0,113.0,60.0,4.0,0.99,7.0
成都,2025-12-09,131.0,lightly_polluted,100.0,127.0,46.0,4.0,0.93,21.0
成都,2025-12-10,111.0,lightly_polluted,84.0,107.0,40.0,4.0,0.85,36.0
成都,2025-12-11,129.0,lightly_polluted,98.0,121.0,49.0,5.0,1.0,25.0
成都,2025-12-12,109.0,lightly_polluted,82.0,103.0,32.0,4.0,0.73,39.0
成都,2025-12-13,61.0,good,20.0,72.0,23.0,4.0,0.33,47.0
成都,2025-12-14,72.0,good,35.0,94.0,35.0,5.0,0.47,31.0
成都,2025-12-15,79.0,good,53.0,108.0,44.0,5.0,0.64,32.0
成都,2025-12-16,119.0,lightly_polluted,90.0,140.0,57.0,5.0,0.9,32.0
成都,2025-12-17,134.0,lightly_polluted,102.0,145.0,49.0,5.0,0.98,35.0
成都,2025-12-18,125.0,lightly_polluted,95.0,131.0,45.0,4.0,0.97,32.0
成都,2025-12-19,156.0,moderately_polluted,119.0,157.0,53.0,4.0,0.98,13.0
成都,2025-12-20,102.0,lightly_polluted,77.0,104.0,40.0,4.0,0.84,19.0
成都,2025-12-21,46.0,excellent,23.0,46.0,32.0,4.0,0.5,33.0
成都,2025-12-22,54.0,good,35.0,59.0,32.0,4.0,0.59,24.0
成都,2025-12-23,56.0,good,36.0,63.0,26.0,4.0,0.55,34.0
成都,2025-12-24,64.0,good,34.0,78.0,45.0,4.0,0.51,17.0
成都,2025-12-25,71.0,good,52.0,91.0,47.0,5.0,0.66,24.0
成都,2025-12-26,78.0,good,57.0,88.0,37.0,4.0,0.56,28.0
成都,2025-12-27,99.0,good,74.0,99.0,36.0,5.0,0.66,22.0
成都,2025-12-28,119.0,lightly_polluted,90.0,114.0,35.0,4.0,0.73,28.0
成都,2025-12-29,112.0,lightly_polluted,85.0,109.0,33.0,4.0,0.72,25.0
成都,2025-12-30,130.0,lightly_polluted,99.0,123.0,40.0,4.0,0.94,13.0
成都,2025-12-31,92.0,good,69.0,82.0,26.0,3.0,0.72,28.0
武汉,2025-01-01,126.0,lightly_polluted,96.0,125.0,71.0,13.0,1.07,45.0
武汉,2025-01-02,171.0,moderately_polluted,130.0,157.0,59.0,11.0,1.08,63.0
武汉,2025-01-03,201.0,heavily_polluted,151.0,183.0,54.0,12.0,1.24,56.0
武汉,2025-01-04,214.0,heavily_polluted,164.0,198.0,54.0,11.0,1.23,52.0
武汉,2025-01-05,72.0,good,53.0,60.0,27.0,7.0,0.68,62.0
武汉,2025-01-06,78.0,good,57.0,85.0,37.0,9.0,0.82,45.0
武汉,2025-01-07,58.0,good,36.0,65.0,30.0,10.0,0.54,49.0
武汉,2025-01-08,61.0,good,44.0,65.0,46.0,11.0,0.62,34.0
武汉,2025-01-09,47.0,excellent,31.0,47.0,23.0,10.0,0.53,48.0
武汉,2025-01-10,43.0,excellent,30.0,41.0,31.0,10.0,0.58,47.0
武汉,2025-01-11,78.0,good,57.0,72.0,40.0,11.0,0.61,53.0
武汉,2025-01-12,80.0,good,59.0,86.0,47.0,10.0,0.74,54.0
武汉,2025-01-13,104.0,lightly_polluted,78.0,108.0,70.0,12.0,1.1,39.0
武汉,2025-01-14,100.0,good,75.0,112.0,54.0,11.0,0.93,45.0
武汉,2025-01-15,60.0,good,28.0,69.0,21.0,9.0,0.51,56.0
武汉,2025-01-16,62.0,good,41.0,72.0,50.0,10.0,0.66,35.0
武汉,2025-01-17,88.0,good,65.0,95.0,59.0,11.0,0.88,42.0
武汉,2025-01-18,92.0,good,69.0,91.0,59.0,11.0,0.95,43.0
武汉,2025-01-19,134.0,lightly_polluted,102.0,126.0,72.0,11.0,1.09,41.0
武汉,2025-01-20,150.0,lightly_polluted,115.0,139.0,80.0,12.0,1.4,54.0
武汉,2025-01-21,139.0,lightly_polluted,106.0,128.0,68.0,14.0,1.34,68.0
武汉,2025-01-22,128.0,lightly_polluted,97.0,112.0,61.0,13.0,1.16,61.0
武汉,2025-01-23,229.0,heavily_polluted,179.0,194.0,36.0,12.0,1.33,59.0
武汉,2025-01-24,96.0,good,72.0,82.0,25.0,7.0,0.93,20.0
武汉,2025-01-25,28.0,excellent,13.0,14.0,11.0,6.0,0.55,55.0
武汉,2025-01-26,38.0,excellent,23.0,35.0,12.0,6.0,0.65,64.0
武汉,2025-01-27,54.0,good,19.0,57.0,11.0,8.0,0.61,70.0
武汉,2025-01-28,59.0,good,41.0,68.0,19.0,11.0,0.81,65.0
武汉,2025-01-29,200.0,moderately_polluted,150.0,177.0,21.0,16.0,0.97,64.0
武汉,2025-01-30,70.0,good,51.0,66.0,17.0,12.0,0.76,70.0
武汉,2025-01-31,126.0,lightly_polluted,96.0,97.0,13.0,8.0,0.97,40.0
武汉,2025-02-01,68.0,good,49.0,46.0,10.0,7.0,1.01,26.0
武汉,2025-02-02,56.0,good,40.0,35.0,14.0,7.0,1.13,17.0
武汉,2025-02-03,88.0,good,65.0,68.0,12.0,8.0,0.93,57.0
武汉,2025-02-04,88.0,good,65.0,72.0,26.0,8.0,0.9,55.0
武汉,2025-02-05,61.0,good,44.0,62.0,29.0,9.0,0.76,51.0
武汉,2025-02-06,39.0,excellent,27.0,38.0,28.0,10.0,0.77,49.0
武汉,2025-02-07,70.0,good,26.0,91.0,16.0,8.0,0.58,59.0
武汉,2025-02-08,39.0,excellent,16.0,39.0,13.0,9.0,0.54,65.0
武汉,2025-02-09,44.0,excellent,31.0,43.0,28.0,11.0,0.72,55.0
武汉,2025-02-10,60.0,good,43.0,54.0,32.0,13.0,0.89,55.0
武汉,2025-02-11,75.0,good,55.0,67.0,49.0,13.0,1.2,21.0
武汉,2025-02-12,92.0,good,69.0,96.0,25.0,10.0,0.88,52.0
武汉,2025-02-13,118.0,lightly_polluted,89.0,122.0,32.0,12.0,1.03,65.0
武汉,2025-02-14,82.0,good,61.0,80.0,39.0,8.0,0.88,45.0
武汉,2025-02-15,85.0,good,63.0,81.0,33.0,8.0,0.75,51.0
武汉,2025-02-16,81.0,good,60.0,88.0,52.0,8.0,0.8,41.0
武汉,2025-02-17,64.0,good,39.0,78.0,35.0,10.0,0.73,58.0
武汉,2025-02-18,71.0,good,52.0,78.0,32.0,11.0,0.92,69.0
武汉,2025-02-19,64.0,good,46.0,62.0,31.0,10.0,0.86,68.0
武汉,2025-02-20,90.0,good,67.0,82.0,30.0,9.0,0.82,57.0
武汉,2025-02-21,90.0,good,67.0,74.0,29.0,8.0,0.8,47.0
武汉,2025-02-22,84.0,good,62.0,63.0,22.0,7.0,0.65,44.0
武汉,2025-02-23,112.0,lightly_polluted,85.0,90.0,18.0,6.0,0.8,67.0
武汉,2025-02-24,120.0,lightly_polluted,91.0,99.0,22.0,8.0,0.91,79.0
武汉,2025-02-25,119.0,lightly_polluted,90.0,97.0,32.0,7.0,0.82,65.0
武汉,2025-02-26,99.0,good,74.0,81.0,39.0,8.0,0.83,64.0
武汉,2025-02-27,65.0,good,47.0,64.0,36.0,7.0,0.9,55.0
武汉,2025-02-28,75.0,good,55.0,92.0,49.0,9.0,1.18,23.0
武汉,2025-03-01,70.0,good,51.0,85.0,53.0,9.0,1.11,34.0
武汉,2025-03-02,40.0,excellent,21.0,40.0,25.0,8.0,0.71,45.0
武汉,2025-03-03,28.0,excellent,8.0,11.0,14.0,5.0,0.51,53.0
武汉,2025-03-04,41.0,excellent,29.0,29.0,15.0,5.0,0.55,57.0
武汉,2025-03-05,47.0,excellent,33.0,36.0,15.0,6.0,0.57,65.0
武汉,2025-03-06,71.0,good,52.0,57.0,15.0,6.0,0.58,82.0
武汉,2025-03-07,79.0,good,58.0,68.0,33.0,7.0,0.67,81.0
武汉,2025-03-08,91.0,good,68.0,86.0,49.0,7.0,0.8,63.0
武汉,2025-03-09,79.0,good,58.0,72.0,30.0,8.0,0.73,64.0
武汉,2025-03-10,66.0,good,48.0,58.0,26.0,6.0,0.61,57.0
武汉,2025-03-11,65.0,good,47.0,68.0,47.0,8.0,1.01,17.0
武汉,2025-03-12,71.0,good,52.0,67.0,29.0,6.0,0.82,41.0
武汉,2025-03-13,62.0,good,45.0,62.0,29.0,6.0,0.75,51.0
武汉,2025-03-14,49.0,excellent,34.0,43.0,21.0,6.0,0.66,35.0
武汉,2025-03-15,36.0,excellent,17.0,29.0,13.0,5.0,0.38,69.0
武汉,2025-03-16,46.0,excellent,28.0,46.0,21.0,6.0,0.4,69.0
武汉,2025-03-17,47.0,excellent,23.0,34.0,25.0,6.0,0.41,75.0
武汉,2025-03-18,52.0,good,27.0,47.0,27.0,8.0,0.4,83.0
武汉,2025-03-19,58.0,good,32.0,56.0,39.0,8.0,0.54,77.0
武汉,2025-03-20,65.0,good,36.0,59.0,52.0,8.0,0.57,71.0
武汉,2025-03-21,61.0,good,35.0,61.0,49.0,8.0,0.54,71.0
武汉,2025-03-22,74.0,good,41.0,70.0,59.0,9.0,0.72,64.0
武汉,2025-03-23,68.0,good,49.0,71.0,53.0,8.0,0.77,42.0
武汉,2025-03-24,60.0,good,43.0,60.0,30.0,7.0,0.63,76.0
武汉,2025-03-25,66.0,good,34.0,60.0,35.0,8.0,0.6,94.0
武汉,2025-03-26,78.0,good,51.0,80.0,33.0,9.0,0.87,103.0
武汉,2025-03-27,100.0,good,51.0,149.0,25.0,8.0,0.73,73.0
武汉,2025-03-28,72.0,good,24.0,94.0,11.0,6.0,0.4,75.0
武汉,2025-03-29,70.0,good,31.0,91.0,14.0,5.0,0.49,70.0
武汉,2025-03-30,72.0,good,40.0,94.0,21.0,7.0,0.58,72.0
武汉,2025-03-31,75.0,good,49.0,100.0,26.0,7.0,0.65,71.0
武汉,2025-04-01,70.0,good,48.0,91.0,37.0,7.0,0.65,74.0
武汉,2025-04-02,66.0,good,41.0,83.0,50.0,8.0,0.66,73.0
武汉,2025-04-03,90.0,good,38.0,71.0,32.0,9.0,0.71,112.0
武汉,2025-04-04,70.0,good,51.0,86.0,46.0,12.0,0.88,78.0
武汉,2025-04-05,73.0,good,52.0,96.0,41.0,8.0,0.69,79.0
武汉,2025-04-06,74.0,good,45.0,98.0,50.0,8.0,0.77,78.0
武汉,2025-04-07,72.0,good,45.0,95.0,54.0,9.0,0.84,70.0
武汉,2025-04-08,72.0,good,53.0,94.0,51.0,9.0,0.98,76.0
武汉,2025-04-09,74.0,good,53.0,96.0,51.0,8.0,0.97,83.0
武汉,2025-04-10,76.0,good,29.0,57.0,30.0,7.0,0.66,94.0
武汉,2025-04-11,60.0,good,36.0,70.0,34.0,8.0,0.99,67.0
武汉,2025-04-12,166.0,moderately_polluted,60.0,281.0,7.0,6.0,0.41,90.0
武汉,2025-04-13,114.0,lightly_polluted,48.0,177.0,17.0,7.0,0.5,84.0
武汉,2025-04-14,100.0,good,47.0,150.0,17.0,7.0,0.47,89.0
武汉,2025-04-15,67.0,good,26.0,64.0,41.0,8.0,0.59,80.0
武汉,2025-04-16,62.0,good,33.0,73.0,35.0,10.0,0.77,83.0
武汉,2025-04-17,71.0,good,46.0,87.0,34.0,9.0,0.78,91.0
武汉,2025-04-18,88.0,good,45.0,90.0,21.0,10.0,0.8,120.0
武汉,2025-04-19,68.0,good,35.0,85.0,21.0,8.0,0.7,90.0
武汉,2025-04-20,88.0,good,37.0,68.0,21.0,8.0,0.81,113.0
武汉,2025-04-21,48.0,excellent,23.0,39.0,15.0,7.0,0.75,66.0
武汉,2025-04-22,54.0,good,35.0,57.0,12.0,6.0,0.68,90.0
武汉,2025-04-23,65.0,good,33.0,70.0,22.0,7.0,0.55,93.0
武汉,2025-04-24,61.0,good,31.0,72.0,29.0,8.0,0.51,65.0
武汉,2025-04-25,64.0,good,39.0,79.0,26.0,7.0,0.63,89.0
武汉,2025-04-26,87.0,good,23.0,49.0,16.0,9.0,0.6,120.0
武汉,2025-04-27,56.0,good,29.0,51.0,21.0,7.0,0.64,80.0
武汉,2025-04-28,79.0,good,30.0,63.0,22.0,8.0,0.59,110.0
武汉,2025-04-29,83.0,good,24.0,53.0,34.0,9.0,0.55,104.0
武汉,2025-04-30,68.0,good,24.0,45.0,18.0,8.0,0.51,92.0
武汉,2025-05-01,59.0,good,26.0,56.0,14.0,7.0,0.46,96.0
武汉,2025-05-02,72.0,good,23.0,63.0,22.0,8.0,0.45,103.0
武汉,2025-05-03,73.0,good,24.0,66.0,19.0,8.0,0.55,103.0
武汉,2025-05-04,90.0,good,29.0,58.0,17.0,8.0,0.79,120.0
武汉,2025-05-05,78.0,good,23.0,40.0,12.0,7.0,0.62,111.0
武汉,2025-05-06,117.0,lightly_polluted,59.0,184.0,22.0,7.0,0.5,90.0
武汉,2025-05-07,138.0,lightly_polluted,79.0,226.0,32.0,9.0,0.68,97.0
武汉,2025-05-08,52.0,good,25.0,54.0,14.0,6.0,0.72,76.0
武汉,2025-05-09,53.0,good,22.0,46.0,13.0,6.0,0.53,90.0
武汉,2025-05-10,50.0,excellent,20.0,45.0,18.0,7.0,0.43,81.0
武汉,2025-05-11,50.0,excellent,28.0,45.0,16.0,7.0,0.46,85.0
武汉,2025-05-12,72.0,good,24.0,41.0,25.0,8.0,0.48,98.0
武汉,2025-05-13,75.0,good,35.0,54.0,29.0,9.0,0.67,105.0
武汉,2025-05-14,86.0,good,49.0,74.0,27.0,9.0,0.78,103.0
武汉,2025-05-15,54.0,good,32.0,48.0,17.0,6.0,0.8,86.0
武汉,2025-05-16,68.0,good,29.0,45.0,20.0,6.0,0.7,97.0
武汉,2025-05-17,63.0,good,29.0,60.0,25.0,6.0,0.67,86.0
武汉,2025-05-18,128.0,lightly_polluted,66.0,205.0,24.0,7.0,0.72,104.0
武汉,2025-05-19,76.0,good,50.0,101.0,22.0,6.0,0.77,98.0
武汉,2025-05-20,51.0,good,18.0,38.0,14.0,5.0,0.63,67.0
武汉,2025-05-21,42.0,excellent,13.0,32.0,14.0,6.0,0.64,68.0
武汉,2025-05-22,42.0,excellent,9.0,20.0,15.0,6.0,0.65,58.0
武汉,2025-05-23,62.0,good,36.0,48.0,10.0,6.0,0.65,103.0
武汉,2025-05-24,73.0,good,39.0,51.0,14.0,6.0,0.6,115.0
武汉,2025-05-25,97.0,good,35.0,51.0,22.0,7.0,0.77,130.0
武汉,2025-05-26,95.0,good,33.0,50.0,22.0,7.0,0.74,119.0
武汉,2025-05-27,99.0,good,43.0,65.0,26.0,7.0,0.89,123.0
武汉,2025-05-28,66.0,good,24.0,38.0,16.0,6.0,0.69,96.0
武汉,2025-05-29,78.0,good,21.0,33.0,18.0,7.0,0.7,108.0
武汉,2025-05-30,71.0,good,19.0,33.0,18.0,7.0,0.63,103.0
武汉,2025-05-31,38.0,excellent,6.0,12.0,12.0,6.0,0.65,55.0
武汉,2025-06-01,52.0,good,3.0,7.0,9.0,5.0,0.72,77.0
武汉,2025-06-02,54.0,good,13.0,20.0,10.0,6.0,0.55,99.0
武汉,2025-06-03,82.0,good,34.0,50.0,28.0,7.0,0.71,98.0
武汉,2025-06-04,116.0,lightly_polluted,41.0,65.0,38.0,8.0,0.98,123.0
武汉,2025-06-05,97.0,good,27.0,46.0,24.0,8.0,0.77,107.0
武汉,2025-06-06,59.0,good,23.0,43.0,20.0,6.0,0.64,80.0
武汉,2025-06-07,38.0,excellent,8.0,19.0,14.0,6.0,0.63,59.0
武汉,2025-06-08,34.0,excellent,5.0,14.0,12.0,6.0,0.56,63.0
武汉,2025-06-09,40.0,excellent,6.0,15.0,14.0,6.0,0.66,74.0
武汉,2025-06-10,36.0,excellent,14.0,33.0,29.0,6.0,0.77,38.0
武汉,2025-06-11,46.0,excellent,15.0,33.0,24.0,6.0,0.65,69.0
武汉,2025-06-12,62.0,good,23.0,40.0,14.0,6.0,0.73,97.0
武汉,2025-06-13,59.0,good,22.0,43.0,18.0,6.0,0.81,77.0
武汉,2025-06-14,44.0,excellent,12.0,26.0,18.0,6.0,0.56,64.0
武汉,2025-06-15,72.0,good,12.0,42.0,15.0,6.0,0.38,110.0
武汉,2025-06-16,66.0,good,16.0,42.0,14.0,6.0,0.49,100.0
武汉,2025-06-17,58.0,good,16.0,40.0,16.0,6.0,0.74,78.0
武汉,2025-06-18,42.0,excellent,8.0,23.0,10.0,6.0,0.52,59.0
武汉,2025-06-19,20.0,excellent,5.0,11.0,8.0,5.0,0.48,28.0
武汉,2025-06-20,18.0,excellent,5.0,12.0,10.0,5.0,0.44,34.0
武汉,2025-06-21,43.0,excellent,4.0,8.0,9.0,6.0,0.47,78.0
武汉,2025-06-22,43.0,excellent,9.0,16.0,12.0,6.0,0.5,73.0
武汉,2025-06-23,38.0,excellent,15.0,25.0,17.0,6.0,0.58,60.0
武汉,2025-06-24,48.0,excellent,14.0,26.0,16.0,7.0,0.59,76.0
武汉,2025-06-25,68.0,good,23.0,42.0,18.0,6.0,0.8,93.0
武汉,2025-06-26,48.0,excellent,13.0,29.0,17.0,6.0,0.57,61.0
武汉,2025-06-27,29.0,excellent,9.0,21.0,23.0,6.0,0.53,39.0
武汉,2025-06-28,31.0,excellent,8.0,20.0,14.0,6.0,0.48,45.0
武汉,2025-06-29,32.0,excellent,4.0,11.0,12.0,6.0,0.38,53.0
武汉,2025-06-30,36.0,excellent,9.0,21.0,15.0,7.0,0.5,58.0
武汉,2025-07-01,37.0,excellent,7.0,19.0,11.0,7.0,0.4,60.0
武汉,2025-07-02,36.0,excellent,5.0,17.0,12.0,7.0,0.4,57.0
武汉,2025-07-03,39.0,excellent,7.0,18.0,13.0,6.0,0.38,66.0
武汉,2025-07-04,50.0,excellent,9.0,25.0,16.0,6.0,0.45,88.0
武汉,2025-07-05,61.0,good,18.0,37.0,19.0,6.0,0.52,86.0
武汉,2025-07-06,72.0,good,20.0,42.0,19.0,6.0,0.7,95.0
武汉,2025-07-07,80.0,good,20.0,42.0,22.0,6.0,0.66,97.0
武汉,2025-07-08,83.0,good,24.0,47.0,21.0,6.0,0.6,97.0
武汉,2025-07-09,52.0,good,9.0,24.0,12.0,6.0,0.45,77.0
武汉,2025-07-10,45.0,excellent,11.0,25.0,11.0,5.0,0.48,78.0
武汉,2025-07-11,44.0,excellent,24.0,40.0,12.0,6.0,0.51,71.0
武汉,2025-07-12,34.0,excellent,11.0,23.0,11.0,5.0,0.45,56.0
武汉,2025-07-13,46.0,excellent,12.0,26.0,14.0,6.0,0.5,75.0
武汉,2025-07-14,53.0,good,17.0,36.0,18.0,5.0,0.49,81.0
武汉,2025-07-15,56.0,good,16.0,33.0,13.0,5.0,0.48,88.0
武汉,2025-07-16,54.0,good,13.0,29.0,11.0,5.0,0.43,92.0
武汉,2025-07-17,75.0,good,16.0,34.0,15.0,5.0,0.63,98.0
武汉,2025-07-18,77.0,good,15.0,31.0,12.0,5.0,0.75,110.0
武汉,2025-07-19,91.0,good,19.0,33.0,12.0,6.0,0.65,129.0
武汉,2025-07-20,58.0,good,14.0,30.0,11.0,6.0,0.72,76.0
武汉,2025-07-21,40.0,excellent,8.0,22.0,12.0,6.0,0.63,56.0
武汉,2025-07-22,28.0,excellent,4.0,11.0,8.0,5.0,0.45,49.0
武汉,2025-07-23,36.0,excellent,6.0,16.0,10.0,6.0,0.48,59.0
武汉,2025-07-24,53.0,good,10.0,27.0,15.0,6.0,0.53,76.0
武汉,2025-07-25,62.0,good,11.0,26.0,13.0,6.0,0.6,86.0
武汉,2025-07-26,52.0,good,12.0,28.0,12.0,6.0,0.5,68.0
武汉,2025-07-27,38.0,excellent,8.0,22.0,11.0,6.0,0.5,58.0
武汉,2025-07-28,36.0,excellent,9.0,24.0,11.0,6.0,0.5,54.0
武汉,2025-07-29,40.0,excellent,9.0,23.0,11.0,6.0,0.5,60.0
武汉,2025-07-30,46.0,excellent,11.0,24.0,11.0,6.0,0.51,69.0
武汉,2025-07-31,46.0,excellent,13.0,26.0,11.0,5.0,0.5,85.0
武汉,2025-08-01,61.0,good,16.0,32.0,12.0,5.0,0.47,96.0
武汉,2025-08-02,50.0,excellent,12.0,27.0,13.0,5.0,0.42,85.0
武汉,2025-08-03,67.0,good,20.0,39.0,18.0,5.0,0.57,93.0
武汉,2025-08-04,79.0,good,24.0,44.0,15.0,5.0,0.93,102.0
武汉,2025-08-05,70.0,good,19.0,38.0,13.0,5.0,0.64,92.0
武汉,2025-08-06,52.0,good,13.0,28.0,14.0,5.0,0.63,73.0
武汉,2025-08-07,38.0,excellent,7.0,17.0,11.0,5.0,0.53,58.0
武汉,2025-08-08,40.0,excellent,8.0,18.0,11.0,4.0,0.5,62.0
武汉,2025-08-09,44.0,excellent,12.0,25.0,13.0,5.0,0.43,70.0
武汉,2025-08-10,49.0,excellent,13.0,27.0,15.0,5.0,0.69,67.0
武汉,2025-08-11,35.0,excellent,6.0,10.0,13.0,4.0,0.52,57.0
武汉,2025-08-12,31.0,excellent,9.0,17.0,16.0,4.0,0.57,54.0
武汉,2025-08-13,36.0,excellent,9.0,20.0,15.0,5.0,0.55,54.0
武汉,2025-08-14,42.0,excellent,9.0,22.0,14.0,6.0,0.6,62.0
武汉,2025-08-15,40.0,excellent,8.0,22.0,15.0,5.0,0.56,62.0
武汉,2025-08-16,43.0,excellent,9.0,23.0,18.0,5.0,0.51,62.0
武汉,2025-08-17,50.0,excellent,13.0,29.0,20.0,5.0,0.5,82.0
武汉,2025-08-18,54.0,good,16.0,31.0,18.0,5.0,0.58,77.0
